tabla,fila,campo,tipo,reportado,propio,dif,tolerancia,ok,exacto_al_redondeo
3. Largo-corto equiponderado y factores de referencia,INV-LS-EW,2000-ult x12,x12,7.19,7.192476,0.002476,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,INV-LS-EW,2000-ult t,t,3.06,3.061725,0.001725,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,INV-LS-EW,2000-ult apoyo(negrita),categoria,True,True,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,INV-LS-EW,post x12,x12,4.63,4.632558,0.002558,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,INV-LS-EW,post t,t,1.81,1.810804,0.000804,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,INV-LS-EW,post apoyo(negrita),categoria,False,False,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,ultimo mes pre,categoria,201504,201504,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,completo x12,x12,3.08,3.084967,0.004967,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,completo t,t,2.86,2.856997,-0.003003,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,completo apoyo(negrita),categoria,True,True,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,pre x12,x12,3.16,3.161479,0.001479,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,pre t,t,2.59,2.587094,-0.002906,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,pre apoyo(negrita),categoria,True,True,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,2000-2025 x12,x12,4.76,4.761538,0.001538,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,2000-2025 t,t,2.43,2.426429,-0.003571,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,2000-2025 apoyo(negrita),categoria,True,True,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,2000-ult x12,x12,4.48,4.476489,-0.003511,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,2000-ult t,t,2.28,2.275034,-0.004966,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,2000-ult apoyo(negrita),categoria,True,True,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,post x12,x12,2.73,2.732444,0.002444,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,post t,t,1.23,1.225185,-0.004815,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,RMW,post apoyo(negrita),categoria,False,False,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,ultimo mes pre,categoria,201504,201504,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,completo x12,x12,2.96,2.958785,-0.001215,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,completo t,t,2.88,2.876507,-0.003493,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,completo apoyo(negrita),categoria,True,True,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,pre x12,x12,3.67,3.671961,0.001961,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,pre t,t,3.34,3.344445,0.004445,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,pre apoyo(negrita),categoria,True,True,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,2000-2025 x12,x12,2.53,2.534615,0.004615,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,2000-2025 t,t,1.41,1.413544,0.003544,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,2000-2025 apoyo(negrita),categoria,False,False,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,2000-ult x12,x12,2.75,2.753229,0.003229,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,2000-ult t,t,1.57,1.568315,-0.001685,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,2000-ult apoyo(negrita),categoria,False,False,,igual,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,post x12,x12,-0.33,-0.327111,0.002889,0.12,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,post t,t,-0.13,-0.125007,0.004993,0.05,True,True
3. Largo-corto equiponderado y factores de referencia,CMA,post apoyo(negrita),categoria,False,False,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,n,n,312,312,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,media,media,0.089,0.088622,-0.000378,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,x12,x12,1.06,1.063462,0.003462,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,t,t,1.21,1.210307,0.000307,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,IC NW lo,ic,-0.055,-0.054892,0.000108,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,IC NW hi,ic,0.232,0.232135,0.000135,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,IC boot lo,ic,-0.047,-0.046827,0.000173,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,IC boot hi,ic,0.255,0.254840,-0.000160,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,meses,categoria,201505-202607,201505-202607,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,n,n,135,135,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,media,media,0.060,0.059778,-0.000222,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,x12,x12,0.72,0.717333,-0.002667,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,t,t,0.56,0.559532,-0.000468,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,IC NW lo,ic,-0.150,-0.149616,0.000384,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,IC NW hi,ic,0.269,0.269171,0.000171,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,IC boot lo,ic,-0.137,-0.137111,-0.000111,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,IC boot hi,ic,0.310,0.309630,-0.000370,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LO-VW post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,n,n,312,312,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,media,media,0.423,0.422949,-0.000051,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,x12,x12,5.08,5.075385,-0.004615,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,t,t,1.89,1.889816,-0.000184,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,IC NW lo,ic,-0.016,-0.015699,0.000301,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,IC NW hi,ic,0.862,0.861597,-0.000403,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,IC boot lo,ic,0.018,0.017596,-0.000404,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,IC boot hi,ic,0.913,0.912532,-0.000468,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,meses,categoria,201505-202607,201505-202607,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,n,n,135,135,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,media,media,0.270,0.269704,-0.000296,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,x12,x12,3.24,3.236444,-0.003556,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,t,t,0.79,0.793505,0.003505,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,IC NW lo,ic,-0.396,-0.396466,-0.000466,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,IC NW hi,ic,0.936,0.935874,-0.000126,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,IC boot lo,ic,-0.330,-0.331333,-0.001333,0.01,True,False
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,IC boot hi,ic,0.977,0.977111,0.000111,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),OP-LS-VW post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,n,n,312,312,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,media,media,0.108,0.108077,0.000077,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,x12,x12,1.30,1.296923,-0.003077,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,t,t,1.34,1.343761,0.003761,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,IC NW lo,ic,-0.050,-0.049560,0.000440,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,IC NW hi,ic,0.266,0.265714,-0.000286,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,IC boot lo,ic,-0.048,-0.049071,-0.001071,0.01,True,False
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,IC boot hi,ic,0.282,0.281538,-0.000462,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,meses,categoria,200805-202607,200805-202607,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,n,n,219,219,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,media,media,0.040,0.039863,-0.000137,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,x12,x12,0.48,0.478356,-0.001644,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,t,t,0.72,0.723578,0.003578,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,IC NW lo,ic,-0.068,-0.068114,-0.000114,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,IC NW hi,ic,0.148,0.147840,-0.000160,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,IC boot lo,ic,-0.073,-0.073607,-0.000607,0.01,True,False
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,IC boot hi,ic,0.128,0.128402,0.000402,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LO-VW post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,n,n,312,312,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,media,media,0.409,0.408910,-0.000090,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,x12,x12,4.91,4.906923,-0.003077,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,t,t,1.87,1.870461,0.000461,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,IC NW lo,ic,-0.020,-0.019567,0.000433,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,IC NW hi,ic,0.837,0.837387,0.000387,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,IC boot lo,ic,-0.012,-0.013397,-0.001397,0.01,True,False
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,IC boot hi,ic,0.874,0.873750,-0.000250,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,meses,categoria,200805-202607,200805-202607,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,n,n,219,219,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,media,media,0.337,0.336667,-0.000333,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,x12,x12,4.04,4.040000,-0.000000,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,t,t,1.31,1.314368,0.004368,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,IC NW lo,ic,-0.165,-0.165365,-0.000365,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,IC NW hi,ic,0.839,0.838699,-0.000301,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,IC boot lo,ic,-0.243,-0.244018,-0.001018,0.01,True,False
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,IC boot hi,ic,0.660,0.659817,-0.000183,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),NI-LS-VW post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,n,n,312,312,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,media,media,0.070,0.069968,-0.000032,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,x12,x12,0.84,0.839615,-0.000385,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,t,t,0.52,0.519509,-0.000491,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,IC NW lo,ic,-0.194,-0.194002,-0.000002,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,IC NW hi,ic,0.334,0.333938,-0.000062,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,IC boot lo,ic,-0.166,-0.165994,0.000006,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,IC boot hi,ic,0.356,0.355705,-0.000295,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,meses,categoria,200603-202607,200603-202607,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,n,n,245,245,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,media,media,0.012,0.012245,0.000245,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,x12,x12,0.15,0.146939,-0.003061,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,t,t,0.09,0.091872,0.001872,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,IC NW lo,ic,-0.249,-0.248983,0.000017,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,IC NW hi,ic,0.273,0.273473,0.000473,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,IC boot lo,ic,-0.252,-0.252367,-0.000367,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,IC boot hi,ic,0.270,0.269673,-0.000327,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LO-VW post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,n,n,312,312,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,media,media,0.226,0.225513,-0.000487,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,x12,x12,2.71,2.706154,-0.003846,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,t,t,0.51,0.505887,-0.004113,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,IC NW lo,ic,-0.648,-0.648193,-0.000193,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,IC NW hi,ic,1.099,1.099219,0.000219,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,IC boot lo,ic,-0.561,-0.562981,-0.001981,0.01,True,False
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,IC boot hi,ic,1.177,1.177083,0.000083,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,meses,categoria,200603-202607,200603-202607,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,n,n,245,245,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,media,media,−0.010,-0.010000,-0.000000,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,x12,x12,−0.12,-0.120000,-0.000000,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,t,t,−0.02,-0.020877,-0.000877,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,IC NW lo,ic,-0.949,-0.948819,0.000181,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,IC NW hi,ic,0.929,0.928819,-0.000181,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,IC boot lo,ic,-0.919,-0.918694,0.000306,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,IC boot hi,ic,0.968,0.967755,-0.000245,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),VAR-LS-VW post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,n,n,312,312,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,media,media,0.175,0.174519,-0.000481,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,x12,x12,2.09,2.094231,0.004231,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,t,t,1.42,1.423227,0.003227,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,IC NW lo,ic,-0.066,-0.065816,0.000184,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,IC NW hi,ic,0.415,0.414854,-0.000146,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,IC boot lo,ic,-0.099,-0.099231,-0.000231,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,IC boot hi,ic,0.423,0.423205,0.000205,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW 2000-2025,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,meses,categoria,200809-202607,200809-202607,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,n,n,215,215,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,media,media,0.046,0.046233,0.000233,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,x12,x12,0.55,0.554791,0.004791,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,t,t,0.32,0.319944,-0.000056,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,IC NW lo,ic,-0.237,-0.236987,0.000013,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,IC NW hi,ic,0.329,0.329452,0.000452,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,IC boot lo,ic,-0.232,-0.233116,-0.001116,0.01,True,False
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,IC boot hi,ic,0.367,0.366651,-0.000349,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LO-VW post,veredicto,categoria,inconcluso,inconcluso,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,meses,categoria,200001-202512,200001-202512,,igual,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,n,n,312,312,0.0,0,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,media,media,0.208,0.208013,0.000013,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,x12,x12,2.50,2.496154,-0.003846,0.12,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,t,t,0.93,0.934094,0.004094,0.05,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,IC NW lo,ic,-0.228,-0.228450,-0.000450,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,IC NW hi,ic,0.644,0.644476,0.000476,0.01,True,True
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,IC boot lo,ic,-0.297,-0.299071,-0.002071,0.01,True,False
4. Detalle de las 16 pruebas primarias (IC Newey-West y bootstrap de bloques),INV-LS-VW 2000-2025,IC boot hi,ic,0.686,0.685865,-0.000135,0.01,True,True
